Gene	cluster
NDC80	11
MIOS	2
ANKRD27	2
CA5B	2
ESR2	2
SMPD4	2
RAB10	5
SOCS7	19
PAK2	14
COX17	15
FGD4	25
GREM2	3
GNAI3	19
ZNF148	5
SLCO5A1	3
FRAT2	6
PTBP1	1
TNK2	19
TYMS	11
CEP131	1
SLITRK6	3
EGFR	8
MYD88	6
PTGDS	7
HAS2	3
GATA3	3
MED14	2
FOSL2	13
TPRN	7
PFDN4	17
ZNF772	4
MND1	11
PEPD	2
POLB	2
ADA	3
CYB561D1	4
PRDX6	9
AGO4	5
GMFB	23
ETF1	2
ZNF217	3
PPP1R12A	5
DTX4	7
FUBP3	19
GTF2F1	15
IFT46	9
CMTM6	26
HLA-B	13
ARL6IP5	14
ZNF436	6
CPXM1	11
DTHD1	3
DDX6	14
ACTA2	3
ETFB	9
DNAJC9	19
SLC36A4	5
HIVEP1	10
TTC28	10
MELK	11
PPP1R9A	10
ATP8B3	1
P3H1	4
KCNH2	3
ZNF211	4
CERS4	19
ATP1A3	14
ADGRL2	10
ETNK2	1
UNC93B1	1
NEK4	2
CCDC159	8
CTBP1-AS	1
CTBS	3
AURKA	11
NOL8	18
GOLGA8A	10
PRELID2	10
MYL6	17
COQ10B	6
SLMAP	5
KDM4D	3
VN1R1	4
ALDH8A1	2
SDHAF1	6
ERCC6L2	5
FANCC	7
AMMECR1	10
CCSER2	10
UTP11	9
TEKT2	18
NOS1	3
CDK18	7
RPS14	12
CTSH	3
EEFSEC	2
WTAP	22
ORC6	11
FBXL7	7
DNPEP	9
RTKN	3
LRRC37B	2
DCBLD1	19
RBKS	22
RAD51D	2
R3HDM2	10
ABHD1	1
SPINT1	1
AGAP9	4
NUP58	5
C7orf50	19
PRKCZ	19
ALB	1
AZIN2	19
OCEL1	6
FAM168A	10
CENPC	5
EMC1	4
NHLH1	3
ZNF730	3
DPP9	4
MICU1	10
MTMR9	14
GAB1	10
YARS2	2
TIMM10B	9
MXD4	3
EPHB4	3
MBNL2	10
WDR18	1
SCYL1	6
MTMR2	5
SSPN	3
NOL12	9
VEZF1	6
PSMD10	6
EPS15	5
GINS4	11
CLCF1	1
FBN2	8
BRIX1	9
NFKBIB	6
DHCR24	7
RNF123	4
RAB2B	9
ASNSD1	6
XPO4	5
LDLRAP1	7
MMEL1	18
MBOAT2	5
ANXA4	7
PMM1	9
TOP3A	2
METTL8	7
RNASEH1	4
NELL2	10
KDM4C	10
KCNMB4	7
SLCO4A1	13
SSU72	17
POLDIP2	15
INTS2	2
EBPL	15
GTF3C6	9
NPAS4	13
CPNE3	5
INTS4	2
SRF	6
MFSD2B	1
DDB1	2
FAR1	5
DNM1L	5
TNKS1BP1	4
CTC1	4
GNG7	7
CTCF	2
PCDHB7	1
C11orf58	14
RAB33B	1
PLAUR	3
PPP2CA	12
PRKD3	19
LRFN2	10
CCDC65	22
ANKRD40	6
PRPH	3
HIP1R	7
DMTN	19
CMPK2	6
SYT2	16
ERCC8	5
SOX4	12
HILPDA	13
MTFMT	19
LRTOMT	9
SNRPC	9
ASTN1	10
ZNF138	5
NME4	4
C8orf76	4
EML3	1
MXRA7	15
TBX6	1
ZNF470	6
ICA1L	10
PITPNA-AS1	15
XPOT	2
GPR135	2
ZSCAN5A	2
GLT8D2	3
GNL3L	4
LIN28A	1
PPCDC	18
ADAM15	4
CD24	12
MNT	4
CYP26B1	3
HEBP1	21
RAB11FIP1	4
NUTF2	15
GRIA1	10
EGR1	13
MITD1	17
PHYHIP	19
UQCRC1	17
EVA1B	3
DNAI1	20
MPHOSPH8	14
COX7A2L	5
TMEM106A	1
NR1H2	6
NFATC4	3
ARHGEF19	9
MKRN2	4
POSTN	19
ADI1	15
ZNF331	2
PPID	9
GNAL	10
DCUN1D3	4
AP1S2	16
MT-ND4L	27
ECH1	9
SPACA6	1
CDNF	1
AXL	3
MAPK1	10
WDR59	5
EI24	17
MAGED4	18
KIF21B	4
MGA	5
ACO1	2
SNRPB	11
LAMP2	7
NCKAP5	7
CDIP1	14
MAOA	3
COMMD4	11
HAT1	22
ZNF154	6
COA4	9
PCED1A	1
CAPZB	5
LPCAT1	18
SERPINB8	1
UBE2Q2P1	2
NPTX2	19
RIN3	25
SLC25A12	10
CABLES1	8
GLIPR1	3
GRM3	10
LPCAT3	2
DZIP3	10
GNPNAT1	6
GGH	8
STMN2	14
KIAA0513	19
FBXO3	5
CTXN1	19
C8orf48	9
FAM120A	5
FBXO6	1
MED7	15
SLC4A10	10
EPHB2	19
IQCA1	20
CUL5	5
NHSL2	20
TRIM32	6
CELSR3	6
HAVCR2	2
MATK	18
CPLX1	17
EED	2
ZGPAT	4
CLDN5	13
CUX1	10
BECN1	4
SIRT3	2
LEMD1	3
DOK1	9
STAC3	1
CTPS1	4
BICD2	2
ACSL4	5
SLC39A14	2
DNASE2	9
DUS1L	4
RPL14	12
L3MBTL1	2
PDE9A	3
TMEM259	16
IFNGR1	25
POLR2A	2
ZNF165	9
SHC2	16
CUL4A	19
BEX4	17
MRPL34	17
IGF2BP1	11
MAFG	23
DHX33	4
DNAJC21	2
DAB1	10
AP5M1	2
DCHS2	10
ECI2	11
EPHA3	10
GLDN	7
FAM83G	1
EFCAB6	20
OXCT1	5
DIABLO	6
STK39	10
PLTP	18
FRMD3	10
CUL4B	2
FAM110D	1
NEURL1	19
EFHC1	20
PTCD3	5
ADSL	9
ZNHIT6	2
HADHA	2
AAMP	9
POGLUT1	2
ANKRD18B	2
FOXN3	10
MARK2	19
DYNLT1	17
CALR	17
SCN5A	3
ERBB4	10
FAAP20	15
VPS37D	6
DNAJC13	5
GREB1	19
R3HCC1	9
CRABP2	1
FADS2	23
CASP8AP2	2
DDX18	17
ZNF639	6
CYP2R1	4
CRYAB	7
MCL1	3
TIMP3	22
ADAMTS13	4
TEX14	1
ODF2	4
STX7	10
FBXO17	2
TMEM232	10
ASPRV1	1
SNX13	5
CNPPD1	9
GPR3	13
ZKSCAN4	9
C1orf216	17
KCNJ6	10
DDX47	6
FOXS1	3
FGD1	2
E4F1	4
UBIAD1	6
MAP2K4	10
ATP11B	5
NACC2	3
TPCN1	2
DAG1	2
DPAGT1	9
AREL1	2
FUT4	1
SYDE1	18
EIF2AK4	5
PUM3	5
MRPL23	15
LZTS1	19
CHRNA3	3
GRHL2	1
PRRG1	7
DMWD	4
BNIP1	9
DNM3	10
GORASP2	2
AGFG2	4
GGPS1	12
INPP5E	4
RASIP1	13
PRPF39	19
COMMD3	9
PTCH2	2
DGKQ	4
MRPS18A	9
TOMM70	8
SYMPK	2
ZFP14	2
SCX	3
ZNF805	6
GUSBP1	5
GOLGA4	5
GAPVD1	5
PLEKHA2	19
C1GALT1	5
ACADVL	16
MCM3AP-AS1	1
RPL4	12
KLB	3
CXADR	14
SLC6A7	19
FAM131A	19
BAZ2A	2
CCT6B	4
EBLN3P	18
COL1A2	3
NCBP3	2
EXOC5	5
CYB5R1	9
THAP5	4
GPRIN3	8
TRMT44	2
PFKFB3	19
SNAPC2	6
ATP2B2	10
SMARCC1	5
SAMD14	4
SEL1L	14
VCP	17
FZD10-AS1	3
NOTCH2	3
ZFPL1	9
ECHDC1	5
NCBP2	9
FGD5-AS1	2
CACNG1	1
DAP	3
RALBP1	2
TNFRSF10B	3
PPP1R14A	7
VDAC1	17
ARFGAP3	2
DCAF10	5
CSRNP3	10
RAP1B	5
SH3PXD2B	3
ADO	6
UBE2R2	5
DHX35	2
COX7B	17
SNTG1	10
CAMK1	19
DOK5	10
DMD	10
SYCE3	6
DISP2	23
ZNF711	2
TGFBI	3
FGF18	6
EDN3	3
XPO7	5
HACE1	5
EFCAB11	2
MRPL10	9
CCDC171	5
RNF19B	4
MYADM	6
SH3BP5L	4
MEN1	6
RBMS3	10
TUBA1B	14
ESRRG	10
HSPB8	3
DHX29	14
CTDNEP1	6
SERTAD1	13
FAM53B	2
CTDP1	4
RSF1	5
EID2	6
CTIF	5
DGCR6L	15
CTNNA1	5
FBN1	5
CTNND1	2
CTRC	1
PSMB6	17
SLBP	9
CTTNBP2NL	19
UAP1	6
CUBN	3
CUL2	14
CUL3	5
CUL7	6
ACTG1	14
EXOG	2
SRSF8	9
DOCK3	10
CUTC	9
RAD54L2	19
CWC15	9
IL10RB	4
HTATIP2	9
ADRA2C	1
PRR36	6
CX3CL1	19
EIF2B3	19
PLEKHA8	2
CXCL12	3
GSTCD	2
ZNF346	19
PLOD1	1
ABRACL	9
SLC25A5-AS1	6
CTU2	9
ABCF3	9
TLN1	1
POGK	4
CXCR4	9
MMAB	9
SH3BGR	4
MMRN2	1
CKAP2	11
KLHL36	4
CXXC4	14
FAM210B	3
MOSPD2	7
FOXD1	3
NLGN3	23
PSMA1	17
RABGAP1	5
BACH1	8
KATNBL1	5
AHR	2
CYB5A	9
EXT2	5
PNPLA3	3
CYB5R3	23
BZW1	15
CYB5R4	5
FBXO27	2
BEX2	17
CYB5RL	4
CYBA	3
CYFIP1	5
JRKL	6
ENPP2	7
CYGB	3
SLC36A1	2
PREX2	7
GIGYF1	2
MAGI3	10
CYP20A1	3
CASC3	2
FSTL4	10
CYP27C1	3
GMPR2	9
CHORDC1	17
RANBP1	15
CYP3A5	9
RBM7	18
RAB8B	3
SESN3	10
IGFLR1	1
C1orf50	9
TARS2	9
CYSTM1	17
EMC4	9
TP53I3	9
CYTH2	9
HCRT	1
CCDC93	5
FGF13	10
C1orf53	1
C21orf58	11
D2HGDH	4
GLI2	3
DEPDC5	19
COPRS	17
DAB2IP	2
POLG2	4
DACH1	10
DACT2	8
SHANK2	10
BBS2	7
BARD1	10
PKN3	3
DAGLB	2
DANCR	17
ZNF500	4
PDGFC	5
LDHA	17
IRF7	1
MRPL3	17
SRRD	6
BEND4	1
FBXW2	2
DAP3	5
DAPK1	10
CD164	7
DNAJC18	17
DAPK2	7
DAPK3	6
TRIM24	5
PPP2R2A	10
DARS2	4
DAXX	6
ACSF3	4
NIPA2	4
ASPDH	6
AKIRIN1	13
ENC1	10
FLRT3	16
DBH-AS1	1
DERL1	6
DBI	11
DBN1	23
LTA4H	2
BRWD1	10
DCAF1	2
DCAF11	4
DCAF16	2
FNDC3B	20
DCAF4	4
FRYL	7
ASNS	16
DCAF5	5
S100A6	3
DCAF7	5
ATF5	9
FAHD2B	4
DCAKD	2
SLC4A4	10
ERI3	5
IFRD1	20
PTPRH	1
DCLRE1A	6
CHMP1A	6
ATXN7	5
DYNC1I2	5
DCTN1	14
LNP1	3
CCND2	2
PPEF1	19
DCTN1-AS1	6
RBM12	4
MAP1LC3B2	3
DCTN3	17
UBAP2	5
DCTN5	2
RUSC1-AS1	1
DCTN6	9
DCUN1D1	2
ERCC1	19
DCUN1D2	5
DCUN1D5	2
PSAP	14
DDC	3
PURG	5
GALNT15	7
GAREM2	3
DDHD2	14
DDI2	2
NEIL2	9
TEX30	9
TOMM22	9
DDOST	9
DDX10	5
EIF2S2	17
TBC1D22B	2
FNDC10	6
WNT4	21
DDX23	6
CTSC	3
DDX25	2
LRRTM1	3
CCDC91	10
TFR2	3
DDX28	6
SPATA6L	20
EXOSC5	9
DDX31	3
TCERG1	5
PNMA5	21
NRGN	10
DDX41	6
DDX42	2
GCDH	4
BOK	7
RPUSD4	9
OSTC	11
FSTL1	3
TCF7	1
C19orf44	1
DUSP26	9
ZNF697	4
EID2B	4
SMG5	2
TMED2	15
TYMP	1
IL17RB	3
SLC38A2	14
STAG3L4	5
ABLIM1	10
GFAP	3
FAM117A	3
EFCAB14	2
YWHAG	14
DTX1	4
ARL6IP6	2
CDH6	10
CHCHD3	10
DEK	11
NEMP1	4
MYO9B	19
PPM1F	4
MASP1	3
PTPRF	19
DENND1A	10
FAM193A	5
DENND2A	3
STRN4	4
DENND4C	5
ENTPD7	1
DENND6A	5
FKBP14	15
MRPS5	5
KBTBD2	18
DEPDC1B	11
CEP57	5
ERO1A	14
PANX2	15
PRCP	16
GDPD3	1
FAM98C	4
MED19	9
DEXI	15
PRKCI	5
TMEM150C	5
ANKRD29	16
DFFA	4
DYNLRB1	17
DGAT1	4
OPRL1	6
DGAT2	6
ERBB3	7
DGKG	10
DGKH	10
DGKI	10
SPOCK1	10
DHFR	11
SOCS2	3
ZFP36L1	3
DHFR2	6
SF3B6	9
DHPS	9
NUTM2A-AS1	5
DHRS4L2	4
LOXL3	3
ICE2	2
GTF2H1	2
ZNF429	2
SUSD5	3
SGF29	9
DHTKD1	2
SNX32	19
SYT4	14
DHX15	5
ERMP1	2
PBK	11
DHX30	19
CRISPLD1	3
COMMD5	9
DHX32	2
HBEGF	6
DHX37	6
DHX38	4
EME2	4
LANCL1	5
ELOVL5	23
DHX8	2
ELP6	4
NDUFAF2	5
PRKAG2	10
SNPH	4
DIO3OS	3
DIP2C	10
CTNNB1	10
DRC1	3
CNTNAP3B	7
DIRAS3	3
GDF9	1
ACOT9	3
COQ5	9
TMEM167B	6
ZNF749	15
DISP1	5
PCTP	2
GAL3ST1	3
PKNOX2	10
INHA	4
GALE	9
PCSK2	10
MPHOSPH10	9
ZNF414	15
DLG3	19
HSH2D	1
ZMAT5	9
ABHD17C	2
ZSWIM4	13
GALNT11	10
GOLGA7B	16
PAPOLG	2
ARID3A	4
BATF3	1
SDF4	2
CCNB1IP1	15
DLK2	21
DLL3	15
KLF13	2
PIR	7
DMGDH	2
FRMD5	10
DNASE1	2
HMG20A	5
AKR7L	1
GPC4	3
SLC16A10	5
LRRC8C	2
GGA1	4
DNAH10	3
PCSK1	13
DNAH14	10
DNAH17	7
SH3BGRL3	17
BBIP1	5
PIAS1	5
CNN3	11
F8A1	6
SH3RF1	10
VWA1	7
ING5	2
SDHA	17
DNAJB11	9
PCDHB6	6
GOLPH3L	2
RNF130	10
DNAJB12	4
SKAP2	5
KRBOX4	2
DNAJB5	13
PSMA5	17
DNAJB6	17
HOXA6	4
MT-ND5	27
FGFR1	3
DNAJC17	2
DMXL2	10
SLC25A5	17
DNAJC2	2
DNAJC25	2
DNAJC27	2
INTU	20
DNAJC4	15
USP25	10
ETFBKMT	1
FAM114A1	3
DNALI1	3
A1BG-AS1	4
DNASE1L2	1
DNHD1	19
LINC00158	2
G6PD	6
DNAJC14	1
ATP6V0A4	1
INVS	5
MRPL36	9
DNTTIP2	9
DOC2B	3
DOCK11	8
FAM13C	10
FBXL4	5
DOCK5	7
STN1	9
DOCK6	3
EIF3B	15
MOCS3	6
EDC3	4
CCNH	10
RAP1GAP2	19
IMPDH1	1
PGM5	3
TNFRSF9	1
DOHH	7
DOK4	6
SPR	6
DPCD	9
COX6B2	1
DPF2	4
CARD19	4
GID4	4
DPF3	7
DONSON	4
DPH2	9
DPM2	9
DPP10	10
POLR1C	4
ROCK1	5
PDSS2	5
ARHGDIA	23
SPTLC2	7
FTH1	14
MOXD1	7
DPPA4	1
STOM	3
DPY19L1	19
PYGM	3
DPY19L3	7
MED30	6
DPY19L4	2
PACSIN2	14
MRPL50	9
SLC37A4	1
FGFRL1	1
TPM2	3
NAV1	10
DUOX1	1
SHROOM1	7
GLIDR	1
ZCCHC24	7
GABRG2	14
KIAA1586	9
ELMO1	10
STXBP4	20
PGM5P2	25
CANT1	6
DYNC2LI1	20
LEMD3	5
C1QTNF1	3
CHIC2	19
SSH1	19
FAAP24	9
ARG2	2
DTNA	10
DHCR7	23
FAM234B	13
TRIM65	6
CYTOR	19
NEFM	14
RGL1	10
SLC30A5	2
DTWD2	16
DTX2	3
DUBR	10
IFT22	9
DCT	1
DUS3L	1
DUS4L	6
ZNF891	2
ABHD5	2
GBA2	4
PAICS	18
SUN2	7
DUSP1	13
DUSP12	9
SSBP2	10
SDHAF3	15
LRRC14	6
DUSP18	3
DUSP23	15
CS	2
GALNT9	2
DVL1	4
SHE	1
FAM219B	2
PCDH1	2
DYDC2	3
DYRK1A	5
TMIE	21
TBC1D30	2
CREB3	9
EAF1	6
ZNF655	2
EAPP	17
KIF27	20
CROT	2
TCTN1	2
AP3B2	5
PYGO2	6
DNAJB1	17
EBNA1BP2	9
FARP2	19
ASCC2	2
ECE1	19
ECT2L	3
ARHGAP22	5
TEX2	2
EDA	7
C1orf198	7
EDA2R	3
TGFB1	25
EDEM1	4
CMTM4	19
B4GALT6	10
UNC13B	5
TXN	17
GFY	15
GOLGA1	2
MTMR10	7
EEF1A1	12
ZNF224	2
C4orf33	1
TRIM16L	7
EEF1B2	17
EEF1E1	4
EEPD1	8
FABP6	9
GRWD1	6
EFCAB2	5
PITPNM3	2
EFCAB7	20
EFEMP2	6
SNX27	5
BORCS5	5
PYCR1	9
ADAM23	10
LACTB2	1
FASTKD3	6
EFHD2	19
TPGS2	19
MOB2	4
JMJD6	6
EFNB3	8
EGFL7	17
NRTN	1
COX18	4
ZNF45	9
EGLN3	3
ALG12	9
MIEF2	6
EHBP1L1	4
PGPEP1	4
EHD4	3
PSME1	9
EHHADH	3
PAF1	9
EIF1AD	9
TMEM132A	6
EIF2A	2
GPC3	3
GPSM2	7
EIF2B4	9
GFER	6
NABP2	9
NME1	17
EIF2S1	2
MX1	3
EIF3F	15
GKAP1	2
DNAJB13	3
EIF4B	17
EIF4E	2
EIF4G1	23
EIF5	14
ZNF205	1
GLT1D1	19
SELENON	4
CLK4	19
EIF5A	15
ZNF253	2
AGAP4	4
CLDN10	3
EIF5B	17
NVL	19
GTF2IRD1	3
ATP6V0D2	3
ELAVL3	19
SENP7	5
PRPSAP2	2
ABCD2	16
LAPTM4A	17
ELF4	3
ARHGEF7	10
ELFN1	3
GFPT2	2
ADGRL1	19
ELK3	1
HCCS	6
CBX4	6
ELL2	10
ELMO2	2
FEZ2	5
ELMOD3	2
B3GALT1	12
ELOVL1	7
ELOVL2	3
SGSM2	16
CTNND2	10
RAP1A	5
NKD1	3
PDGFA	4
ZBTB7A	14
EMB	23
EIF4A2	14
ADAMTS12	8
UPP1	16
EME1	1
DGCR8	4
EMG1	9
EML1	19
TMF1	2
EML2	2
SLC2A13	10
EML4	5
NDUFAF6	5
PPARA	3
LRRC36	3
ENDOD1	7
ENDOG	3
PDE7A	5
ENGASE	3
DYNLL2	14
ENKD1	1
GAL3ST3	6
CA8	10
ABTB1	4
ZNF677	9
PRIM2	5
COX5A	17
CBY1	9
ENOX2	7
CSE1L	2
HERC4	10
BLOC1S6	17
ENSA	5
PI4KA	5
LOXL2	24
SRPK3	3
NUF2	11
WDR82	2
ENTPD1	25
ENTPD5	4
RPP40	9
CSPG4	3
EPB41L2	10
EPB41L3	10
FUT11	6
MYNN	9
YIPF1	9
EPB41L4A	10
DNAL4	9
CLUL1	9
EPC1	5
ARFIP1	5
STAU1	5
EPHA4	10
EPHA5	10
NCL	17
EPHA5-AS1	8
C11orf24	6
WDFY1	2
GNG8	6
ME1	5
EPN1	6
ERCC2	6
EPS8L1	9
ERAP1	22
ZNF609	10
ERBB2	3
CDC42BPB	19
NCKIPSD	4
COQ8A	2
HSDL1	23
ERCC5	2
WDR20	7
CUL9	4
SLC9B1	1
UNC5B	3
CWF19L1	2
ERGIC2	14
ANKRD33	1
ERGIC3	9
AMPD3	7
ERH	17
GANC	2
ERICH2	3
USE1	9
TMEM268	2
ERICH6-AS1	1
LDLR	23
ERO1B	8
FAM149B1	2
ERV3-1	4
PCOLCE	18
PRPS2	4
TMEM45A	3
FAM174B	2
FZR1	6
FLT4	3
ESD	17
RUFY2	5
ESYT1	3
ESYT3	4
SRPX	18
EN2	3
ETS2	13
ETV1	14
ETV2	15
KCNK2	10
KHDC3L	1
ETV4	1
MTX1	9
FAM200A	1
ETV6	10
FAM222B	5
KYAT3	2
NAT10	2
EVA1C	7
GPR162	17
EVI5	10
EVI5L	2
EVL	10
EXO5	6
FMC1	15
BUD31	9
CHD6	10
HES1	13
EXOC2	5
EXOC6	10
LAGE3	15
CCDC18	2
CTSL	17
EXOC8	6
SLC22A23	10
EXOSC2	6
BACH2	10
HDAC2	17
EXOSC4	9
MANBAL	9
NR3C1	10
GALNT7	10
FBXW9	1
EYA3	5
ZSWIM8	16
CDK5RAP2	5
FGFR1OP2	19
TSEN2	19
ABCF2	6
F10	1
HPSE	3
MAP3K3	19
F11R	1
KCNG1	3
EIF2AK3	19
ANK1	8
MAGED2	17
C8orf33	15
SPAST	5
FAAH	8
FAAP100	4
FABP7	11
FADS3	2
FAHD1	9
THADA	5
FAM111A	3
ANOS1	8
USP11	14
FAM114A2	6
C6orf52	9
SCRG1	17
TOP2B	5
FAM120AOS	2
RPAP3	2
FAM136A	9
BMPER	10
CCDC85B	17
MLF2	14
FBXL3	2
ZNF383	4
FAM13A	10
ZNF304	6
UPB1	1
FAM162A	17
TUBGCP5	2
SMIM18	9
RPL29	12
VPS37B	2
KCNK3	3
LMBRD1	10
FAM169A	5
SLC35C1	6
ZNF883	16
FAM171A2	6
ADNP2	2
NETO2	10
DDX19B	2
FAM174A	14
ZNF160	2
UBE2T	11
MAMLD1	2
CLEC2L	16
NR4A1	13
KIAA1143	15
HDX	5
FAM184A	10
FAM199X	2
PGBD5	5
SACS	5
ARL13B	20
APBA2	10
ALAD	4
HPF1	17
FGD5	3
SYNDIG1L	8
TIMM8B	9
SH3BP1	3
CRYBB2P1	2
ISOC1	3
FAM228B	2
RASSF7	8
PRDM4	6
CPAMD8	3
KIZ	5
AGTRAP	3
FAM3A	6
FAM3C	2
ROR2	3
PIGG	2
SMARCE1	4
FILIP1L	22
CNEP1R1	6
CCDC43	9
FAM53C	2
CUEDC1	7
CBFA2T2	10
SYT14	10
EMP2	3
NUP50	6
FBXO9	5
GPSM1	4
BCS1L	9
FAM78A	1
INTS6L	14
NUCKS1	17
ABCA3	19
HSPB1	17
FGGY	7
PLRG1	9
CNTN5	10
FAM91A1	2
DYRK4	4
EMP1	1
SPRYD4	18
FANCM	16
TRIT1	2
RTN4R	19
PON2	3
ZNF577	2
NRSN2-AS1	4
FAT4	8
FOXK1	19
FAU	12
POC1B	7
FBLIM1	3
FBLN1	3
FBLN7	16
RUBCN	19
NLGN4X	10
DTNBP1	8
FBRS	4
LINC00504	2
SNHG12	9
C5orf24	17
FBXL15	17
DDX5	14
FBXO10	2
PPIP5K2	10
FBXO15	3
LMNTD2	3
FBXO2	17
GLCE	10
VCAN	10
TMEM255B	3
NDUFAF5	2
FBXO30	6
FBXO31	2
DIAPH1	5
CPLX2	19
FBXO36	2
BOD1L1	14
FGF1	13
RPL10A	12
FBXO38	2
FBXO4	4
MAGOH	18
FBXW11	5
FBXW12	1
MFN1	5
SLC22A4	1
BCAR1	2
FCGRT	3
ZNF763	1
PID1	10
CCDC112	19
MYLK	7
COL23A1	3
FDPS	23
PCSK7	19
MAN2C1	16
FDXACB1	9
DUSP2	13
FEN1	11
NSUN4	4
OS9	15
FNDC5	8
UTP14C	9
ORMDL2	9
PCDHB11	6
TMEM178A	10
PUS7	19
FGF11	3
MRPS36	17
FGF8	1
ADAMTSL2	3
FGF2	3
FGF9	16
FGFR2	7
IFITM10	4
TSPAN31	9
PSMA4	17
FECH	2
EXTL1	4
FHOD1	1
DLEU7	5
FIBCD1	3
FIG4	5
FIGNL1	4
SEZ6	8
ZC3H15	17
JADE1	2
ECEL1	3
USP19	6
AXIN2	4
MTHFD1	2
FKBP15	2
FKBP1A	12
PDZD11	9
SLC15A4	2
FBXO28	19
FKBP2	17
FKBP4	9
CCT6P3	4
TRIM41	6
GLRX3	2
BBOF1	20
PSD3	10
TMEM43	4
LINC01224	6
PCMTD1	10
CFAP97	17
MAGOHB	9
POLA1	5
FLOT2	2
FLVCR1	2
FOXP1	10
ATRN	5
KATNAL2	2
MAIP1	2
ME3	10
ORAI3	6
ATF1	2
FN1	3
DERL2	9
PPP1R3C	13
DENND5B	10
FNBP1L	10
SAPCD2	3
EBF1	3
ETV5	10
FNIP1	5
FNIP2	5
LDB2	10
RNF185	2
FOS	13
FOSB	13
IDH3B	9
CENPH	11
FOXB1	3
PIK3CD	25
ZNF593	9
FOXJ3	5
AGK	5
ADAM9	2
FOXK2	19
MEGF11	10
KCTD13	6
FOXO1	8
FPGT	2
NUB1	18
FRA10AC1	5
FRG1	9
FUT1	6
LZTS2	6
FRS2	5
PPARGC1B	19
FRZB	3
FSD1L	5
COL4A1	16
FSIP2	22
KLHDC9	9
FBXL13	20
FTX	10
FUCA1	9
FUNDC1	9
FUNDC2	9
MAP7D1	7
USP3	3
FUT9	10
FUZ	6
ZNF628	1
AMIGO1	6
FXR1	5
PXYLP1	19
FYTTD1	2
TANC1	10
FZD2	3
RAB31	3
PLXDC1	3
FZD3	10
DDX17	10
COX19	2
G3BP1	2
RPAP1	4
MGRN1	19
GABBR2	10
SLC25A10	1
GABRA5	19
PNPLA6	2
EXOSC1	2
GABRG3	10
PHLDB3	1
ELN	3
RPL38	12
GFRA2	7
VCX	1
DPH1	15
ADAMTS10	2
PDZRN4	10
GADD45B	13
CISD2	9
GPRIN2	1
CACFD1	6
ANKRD45	4
ARHGDIG	17
GALNS	6
RGPD4	1
CEP85	4
GALNT18	10
PDCD2	15
HSD3B7	1
GALNTL6	10
GAN	14
CMTM8	3
KDSR	18
GARNL3	10
PEX7	2
VLDLR	8
PRPF6	2
GAS2L3	3
TSKU	1
GAS7	10
AJAP1	8
POLR3F	4
GATAD2B	5
SLC30A1	6
B4GALT7	6
GBE1	10
GBX2	3
GCAT	9
MFF	5
GCHFR	9
SCN2A	10
STX12	5
GCLM	2
CDS1	16
GCA	7
ACTR5	4
COL4A5	7
DRC3	3
AP5B1	4
ABLIM3	8
GEMIN4	6
GEMIN6	9
GEMIN8	4
GFPT1	5
FOXP2	10
GET4	4
TUBE1	5
GGCT	9
LRRC66	4
SFRP2	3
DYNLT3	17
GHITM	17
GHRLOS	1
TACC2	14
GIGYF2	5
GIN1	4
ATP10D	8
GINM1	2
GIPR	3
JMY	5
DLST	17
TMEM11	9
LIFR	10
YEATS2	5
RGS14	8
ALDOC	8
PIM1	6
UFL1	2
DUSP7	6
CRADD	10
MYCL	6
CNOT6	2
DCAF6	10
ARHGEF25	4
RPL19	12
STX17	20
GLA	13
GLDC	3
GLG1	5
FKRP	4
GLIPR1L2	3
NADK2	7
GLMP	6
AEBP2	10
LINC01630	7
CDCA3	11
GLRX5	17
GLTP	7
GLUD1	10
TMEM25	17
CYP46A1	19
MRPL49	6
GPX7	9
EPHX1	3
TMSB10	12
DDX51	4
UNG	6
DNAAF5	2
RPL23AP7	1
ECSIT	2
ZNF136	4
GMDS	10
GMEB2	4
DUS2	4
GMFG	1
NFS1	4
ALS2CL	3
GMPPA	9
GMPPB	1
LSMEM1	4
CD151	9
LMOD1	3
ZNF410	2
TRIM33	5
GNAI1	10
MRPS12	9
GNAS	14
GNB5	5
GNG4	3
TIMM13	9
GNG5	11
PTPRN	14
KLHL24	5
HS6ST1	2
GNL2	9
NCR3LG1	2
GNMT	1
HDDC3	9
GNPAT	2
RAB4A	2
GNPTG	2
COL20A1	3
SLC25A37	16
NCAM2	10
CPNE8	10
LPA	3
LMLN	2
PITPNM2	19
GOLGA7	7
SCLT1	5
GOLGA8H	1
GOLPH3	2
PHACTR2	10
TST	1
DIXDC1	10
PYROXD1	18
SALL4	1
QDPR	7
FTCD	4
QKI	10
QPCT	3
QPCTL	4
QPRT	3
QSER1	18
TPBG	3
QSOX1	2
TSPAN13	14
QTRT1	16
R3HDM1	10
HOXA5	1
R3HDM4	6
RAB11B	7
RAB11B-AS1	7
MFSD5	6
RAB11FIP3	19
RAB14	14
YBEY	9
PDE3A	10
RAB17	3
RAB18	14
RAB1B	6
RAB20	3
RAB25	1
RAB26	16
RAB27A	2
NRBF2	18
RAB27B	5
CD276	2
RAB29	6
RAD23A	17
ATRIP	1
RAB30	7
RAB32	1
RAB33A	9
RAB35	6
RAB36	18
RAB3A	17
RAB3B	8
TNFAIP2	3
EPB41L5	5
RAB3C	10
